lon,lat,year,init_date,member,onset
68,20,2002,2002-05-12,24,NaT
68,20,2002,2002-05-12,25,NaT
68,20,2002,2002-05-12,26,NaT
68,20,2002,2002-05-12,27,NaT
68,20,2002,2002-05-12,28,NaT
68,20,2002,2002-05-12,29,NaT
68,20,2002,2002-05-12,30,NaT
68,20,2002,2002-05-12,31,NaT
68,20,2002,2002-05-12,32,NaT
68,20,2002,2002-05-12,33,NaT
68,20,2002,2002-05-12,34,NaT
68,20,2002,2002-05-12,35,NaT
68,20,2002,2002-05-12,36,NaT
68,20,2002,2002-05-12,37,NaT
68,20,2002,2002-05-12,38,NaT
68,20,2002,2002-05-12,39,NaT
68,20,2002,2002-05-12,40,NaT
68,20,2002,2002-05-12,41,NaT
68,20,2002,2002-05-12,42,NaT
68,20,2002,2002-05-12,43,NaT
68,20,2002,2002-05-12,44,NaT
68,20,2002,2002-05-12,45,NaT
68,20,2002,2002-05-12,46,NaT
68,20,2002,2002-05-12,47,NaT
68,20,2002,2002-05-12,48,NaT
68,20,2002,2002-05-12,49,NaT
68,20,2002,2002-05-12,50,NaT
68,20,2002,2002-05-12,51,NaT
68,20,2002,2002-05-16,1,NaT
68,20,2002,2002-05-16,2,NaT
68,20,2002,2002-05-16,3,NaT
68,20,2002,2002-05-16,4,NaT
68,20,2002,2002-05-16,5,NaT
68,20,2002,2002-05-16,6,NaT
68,20,2002,2002-05-16,7,NaT
68,20,2002,2002-05-16,8,NaT
68,20,2002,2002-05-16,9,NaT
68,20,2002,2002-05-16,10,NaT
68,20,2002,2002-05-16,11,NaT
68,20,2002,2002-05-16,12,NaT
68,20,2002,2002-05-16,13,NaT
68,20,2002,2002-05-16,14,NaT
68,20,2002,2002-05-16,15,NaT
68,20,2002,2002-05-16,16,NaT
68,20,2002,2002-05-16,17,NaT
68,20,2002,2002-05-16,18,NaT
68,20,2002,2002-05-16,19,NaT
68,20,2002,2002-05-16,20,NaT
68,20,2002,2002-05-16,21,NaT
68,20,2002,2002-05-16,22,NaT
68,20,2002,2002-05-16,23,NaT
68,20,2002,2002-05-16,24,NaT
68,20,2002,2002-05-16,25,NaT
68,20,2002,2002-05-16,26,NaT
68,20,2002,2002-05-16,27,NaT
68,20,2002,2002-05-16,28,NaT
68,20,2002,2002-05-16,29,NaT
68,20,2002,2002-05-16,30,NaT
68,20,2002,2002-05-16,31,NaT
68,20,2002,2002-05-16,32,NaT
68,20,2002,2002-05-16,33,NaT
68,20,2002,2002-05-16,34,NaT
68,20,2002,2002-05-16,35,NaT
68,20,2002,2002-05-16,36,NaT
68,20,2002,2002-05-16,37,NaT
68,20,2002,2002-05-16,38,NaT
68,20,2002,2002-05-16,39,NaT
68,20,2002,2002-05-16,40,NaT
68,20,2002,2002-05-16,41,NaT
68,20,2002,2002-05-16,42,NaT
68,20,2002,2002-05-16,43,NaT
68,20,2002,2002-05-16,44,NaT
68,20,2002,2002-05-16,45,NaT
68,20,2002,2002-05-16,46,NaT
68,20,2002,2002-05-16,47,NaT
68,20,2002,2002-05-16,48,NaT
68,20,2002,2002-05-16,49,NaT
68,20,2002,2002-05-16,50,NaT
68,20,2002,2002-05-16,51,NaT
68,20,2002,2002-05-19,1,NaT
68,20,2002,2002-05-19,2,NaT
68,20,2002,2002-05-19,3,NaT
68,20,2002,2002-05-19,4,NaT
68,20,2002,2002-05-19,5,NaT
68,20,2002,2002-05-19,6,NaT
68,20,2002,2002-05-19,7,NaT
68,20,2002,2002-05-19,8,NaT
68,20,2002,2002-05-19,9,NaT
68,20,2002,2002-05-19,10,NaT
68,20,2002,2002-05-19,11,NaT
68,20,2002,2002-05-19,12,NaT
68,20,2002,2002-05-19,13,NaT
68,20,2002,2002-05-19,14,NaT
68,20,2002,2002-05-19,15,NaT
68,20,2002,2002-05-19,16,NaT
68,20,2002,2002-05-19,17,NaT
68,20,2002,2002-05-19,18,NaT
68,20,2002,2002-05-19,19,NaT
68,20,2002,2002-05-19,20,NaT
68,20,2002,2002-05-19,21,NaT
68,20,2002,2002-05-19,22,NaT
68,20,2002,2002-05-19,23,NaT
68,20,2002,2002-05-19,24,NaT
68,20,2002,2002-05-19,25,NaT
68,20,2002,2002-05-19,26,NaT
68,20,2002,2002-05-19,27,NaT
68,20,2002,2002-05-19,28,NaT
68,20,2002,2002-05-19,29,NaT
68,20,2002,2002-05-19,30,NaT
68,20,2002,2002-05-19,31,NaT
68,20,2002,2002-05-19,32,NaT
68,20,2002,2002-05-19,33,NaT
68,20,2002,2002-05-19,34,NaT
68,20,2002,2002-05-19,35,NaT
68,20,2002,2002-05-19,36,NaT
68,20,2002,2002-05-19,37,NaT
68,20,2002,2002-05-19,38,NaT
68,20,2002,2002-05-19,39,NaT
68,20,2002,2002-05-19,40,NaT
68,20,2002,2002-05-19,41,NaT
68,20,2002,2002-05-19,42,NaT
68,20,2002,2002-05-19,43,NaT
68,20,2002,2002-05-19,44,NaT
68,20,2002,2002-05-19,45,NaT
68,20,2002,2002-05-19,46,NaT
68,20,2002,2002-05-19,47,NaT
68,20,2002,2002-05-19,48,NaT
68,20,2002,2002-05-19,49,NaT
68,20,2002,2002-05-19,50,NaT
68,20,2002,2002-05-19,51,NaT
68,20,2002,2002-05-23,1,NaT
68,20,2002,2002-05-23,2,NaT
68,20,2002,2002-05-23,3,NaT
68,20,2002,2002-05-23,4,NaT
68,20,2002,2002-05-23,5,NaT
68,20,2002,2002-05-23,6,NaT
68,20,2002,2002-05-23,7,NaT
68,20,2002,2002-05-23,8,NaT
68,20,2002,2002-05-23,9,NaT
68,20,2002,2002-05-23,10,NaT
68,20,2002,2002-05-23,11,NaT
68,20,2002,2002-05-23,12,NaT
68,20,2002,2002-05-23,13,NaT
68,20,2002,2002-05-23,14,NaT
68,20,2002,2002-05-23,15,NaT
68,20,2002,2002-05-23,16,NaT
68,20,2002,2002-05-23,17,NaT
68,20,2002,2002-05-23,18,NaT
68,20,2002,2002-05-23,19,NaT
68,20,2002,2002-05-23,20,NaT
68,20,2002,2002-05-23,21,NaT
68,20,2002,2002-05-23,22,NaT
68,20,2002,2002-05-23,23,NaT
68,20,2002,2002-05-23,24,NaT
68,20,2002,2002-05-23,25,NaT
68,20,2002,2002-05-23,26,NaT
68,20,2002,2002-05-23,27,NaT
68,20,2002,2002-05-23,28,NaT
68,20,2002,2002-05-23,29,NaT
68,20,2002,2002-05-23,30,NaT
68,20,2002,2002-05-23,31,NaT
68,20,2002,2002-05-23,32,NaT
68,20,2002,2002-05-23,33,NaT
68,20,2002,2002-05-23,34,NaT
68,20,2002,2002-05-23,35,NaT
68,20,2002,2002-05-23,36,NaT
68,20,2002,2002-05-23,37,NaT
68,20,2002,2002-05-23,38,NaT
68,20,2002,2002-05-23,39,NaT
68,20,2002,2002-05-23,40,NaT
68,20,2002,2002-05-23,41,NaT
68,20,2002,2002-05-23,42,NaT
68,20,2002,2002-05-23,43,NaT
68,20,2002,2002-05-23,44,NaT
68,20,2002,2002-05-23,45,NaT
68,20,2002,2002-05-23,46,NaT
68,20,2002,2002-05-23,47,NaT
68,20,2002,2002-05-23,48,NaT
68,20,2002,2002-05-23,49,NaT
68,20,2002,2002-05-23,50,NaT
68,20,2002,2002-05-23,51,NaT
68,20,2002,2002-05-26,1,NaT
68,20,2002,2002-05-26,2,NaT
68,20,2002,2002-05-26,3,NaT
68,20,2002,2002-05-26,4,NaT
68,20,2002,2002-05-26,5,NaT
68,20,2002,2002-05-26,6,NaT
68,20,2002,2002-05-26,7,NaT
68,20,2002,2002-05-26,8,NaT
68,20,2002,2002-05-26,9,NaT
68,20,2002,2002-05-26,10,NaT
68,20,2002,2002-05-26,11,NaT
68,20,2002,2002-05-26,12,NaT
68,20,2002,2002-05-26,13,NaT
68,20,2002,2002-05-26,14,NaT
68,20,2002,2002-05-26,15,NaT
68,20,2002,2002-05-26,16,NaT
68,20,2002,2002-05-26,17,NaT
68,20,2002,2002-05-26,18,NaT
68,20,2002,2002-05-26,19,NaT
68,20,2002,2002-05-26,20,NaT
68,20,2002,2002-05-26,21,NaT
68,20,2002,2002-05-26,22,NaT
68,20,2002,2002-05-26,23,10-Jun-2002
68,20,2002,2002-05-26,24,NaT
68,20,2002,2002-05-26,25,NaT
68,20,2002,2002-05-26,26,NaT
68,20,2002,2002-05-26,27,NaT
68,20,2002,2002-05-26,28,NaT
68,20,2002,2002-05-26,29,NaT
68,20,2002,2002-05-26,30,NaT
68,20,2002,2002-05-26,31,NaT
68,20,2002,2002-05-26,32,NaT
68,20,2002,2002-05-26,33,NaT
68,20,2002,2002-05-26,34,NaT
68,20,2002,2002-05-26,35,NaT
68,20,2002,2002-05-26,36,NaT
68,20,2002,2002-05-26,37,NaT
68,20,2002,2002-05-26,38,NaT
68,20,2002,2002-05-26,39,NaT
68,20,2002,2002-05-26,40,NaT
68,20,2002,2002-05-26,41,NaT
68,20,2002,2002-05-26,42,NaT
68,20,2002,2002-05-26,43,NaT
68,20,2002,2002-05-26,44,NaT
68,20,2002,2002-05-26,45,NaT
68,20,2002,2002-05-26,46,NaT
68,20,2002,2002-05-26,47,NaT
68,20,2002,2002-05-26,48,NaT
68,20,2002,2002-05-26,49,NaT
68,20,2002,2002-05-26,50,NaT
68,20,2002,2002-05-26,51,NaT
68,20,2002,2002-05-30,1,12-Jun-2002
68,20,2002,2002-05-30,2,11-Jun-2002
68,20,2002,2002-05-30,3,11-Jun-2002
68,20,2002,2002-05-30,4,11-Jun-2002
68,20,2002,2002-05-30,5,11-Jun-2002
68,20,2002,2002-05-30,6,12-Jun-2002
68,20,2002,2002-05-30,7,11-Jun-2002
68,20,2002,2002-05-30,8,10-Jun-2002
68,20,2002,2002-05-30,9,11-Jun-2002
68,20,2002,2002-05-30,10,11-Jun-2002
68,20,2002,2002-05-30,11,11-Jun-2002
68,20,2002,2002-05-30,12,11-Jun-2002
68,20,2002,2002-05-30,13,10-Jun-2002
68,20,2002,2002-05-30,14,13-Jun-2002
68,20,2002,2002-05-30,15,11-Jun-2002
68,20,2002,2002-05-30,16,11-Jun-2002
68,20,2002,2002-05-30,17,12-Jun-2002
68,20,2002,2002-05-30,18,11-Jun-2002
68,20,2002,2002-05-30,19,12-Jun-2002
68,20,2002,2002-05-30,20,11-Jun-2002
68,20,2002,2002-05-30,21,12-Jun-2002
68,20,2002,2002-05-30,22,14-Jun-2002
68,20,2002,2002-05-30,23,11-Jun-2002
68,20,2002,2002-05-30,24,11-Jun-2002
68,20,2002,2002-05-30,25,11-Jun-2002
68,20,2002,2002-05-30,26,12-Jun-2002
68,20,2002,2002-05-30,27,11-Jun-2002
68,20,2002,2002-05-30,28,10-Jun-2002
68,20,2002,2002-05-30,29,11-Jun-2002
68,20,2002,2002-05-30,30,11-Jun-2002
68,20,2002,2002-05-30,31,13-Jun-2002
68,20,2002,2002-05-30,32,11-Jun-2002
68,20,2002,2002-05-30,33,11-Jun-2002
68,20,2002,2002-05-30,34,11-Jun-2002
68,20,2002,2002-05-30,35,14-Jun-2002
68,20,2002,2002-05-30,36,12-Jun-2002
68,20,2002,2002-05-30,37,12-Jun-2002
68,20,2002,2002-05-30,38,11-Jun-2002
68,20,2002,2002-05-30,39,12-Jun-2002
68,20,2002,2002-05-30,40,11-Jun-2002
68,20,2002,2002-05-30,41,12-Jun-2002
68,20,2002,2002-05-30,42,11-Jun-2002
68,20,2002,2002-05-30,43,12-Jun-2002
68,20,2002,2002-05-30,44,12-Jun-2002
68,20,2002,2002-05-30,45,11-Jun-2002
68,20,2002,2002-05-30,46,11-Jun-2002
68,20,2002,2002-05-30,47,12-Jun-2002
68,20,2002,2002-05-30,48,11-Jun-2002
68,20,2002,2002-05-30,49,11-Jun-2002
68,20,2002,2002-05-30,50,11-Jun-2002
68,20,2002,2002-05-30,51,12-Jun-2002
68,20,2002,2002-06-02,1,12-Jun-2002
68,20,2002,2002-06-02,2,12-Jun-2002
68,20,2002,2002-06-02,3,13-Jun-2002
68,20,2002,2002-06-02,4,12-Jun-2002
68,20,2002,2002-06-02,5,12-Jun-2002
68,20,2002,2002-06-02,6,12-Jun-2002
68,20,2002,2002-06-02,7,12-Jun-2002
68,20,2002,2002-06-02,8,13-Jun-2002
68,20,2002,2002-06-02,9,12-Jun-2002
68,20,2002,2002-06-02,10,12-Jun-2002
68,20,2002,2002-06-02,11,12-Jun-2002
68,20,2002,2002-06-02,12,13-Jun-2002
68,20,2002,2002-06-02,13,12-Jun-2002
68,20,2002,2002-06-02,14,12-Jun-2002
68,20,2002,2002-06-02,15,12-Jun-2002
68,20,2002,2002-06-02,16,13-Jun-2002
68,20,2002,2002-06-02,17,12-Jun-2002
68,20,2002,2002-06-02,18,12-Jun-2002
68,20,2002,2002-06-02,19,12-Jun-2002
68,20,2002,2002-06-02,20,12-Jun-2002
68,20,2002,2002-06-02,21,12-Jun-2002
68,20,2002,2002-06-02,22,12-Jun-2002
68,20,2002,2002-06-02,23,12-Jun-2002
68,20,2002,2002-06-02,24,12-Jun-2002
68,20,2002,2002-06-02,25,12-Jun-2002
68,20,2002,2002-06-02,26,12-Jun-2002
68,20,2002,2002-06-02,27,12-Jun-2002
68,20,2002,2002-06-02,28,12-Jun-2002
68,20,2002,2002-06-02,29,12-Jun-2002
68,20,2002,2002-06-02,30,13-Jun-2002
68,20,2002,2002-06-02,31,12-Jun-2002
68,20,2002,2002-06-02,32,12-Jun-2002
68,20,2002,2002-06-02,33,12-Jun-2002
68,20,2002,2002-06-02,34,12-Jun-2002
68,20,2002,2002-06-02,35,12-Jun-2002
68,20,2002,2002-06-02,36,12-Jun-2002
68,20,2002,2002-06-02,37,12-Jun-2002
68,20,2002,2002-06-02,38,12-Jun-2002
68,20,2002,2002-06-02,39,12-Jun-2002
68,20,2002,2002-06-02,40,12-Jun-2002
68,20,2002,2002-06-02,41,12-Jun-2002
68,20,2002,2002-06-02,42,12-Jun-2002
68,20,2002,2002-06-02,43,13-Jun-2002
68,20,2002,2002-06-02,44,12-Jun-2002
68,20,2002,2002-06-02,45,13-Jun-2002
68,20,2002,2002-06-02,46,11-Jun-2002
68,20,2002,2002-06-02,47,13-Jun-2002
68,20,2002,2002-06-02,48,12-Jun-2002
68,20,2002,2002-06-02,49,12-Jun-2002
68,20,2002,2002-06-02,50,12-Jun-2002
68,20,2002,2002-06-02,51,12-Jun-2002
68,20,2002,2002-06-06,1,13-Jun-2002
68,20,2002,2002-06-06,2,12-Jun-2002
68,20,2002,2002-06-06,3,13-Jun-2002
68,20,2002,2002-06-06,4,14-Jun-2002
68,20,2002,2002-06-06,5,13-Jun-2002
68,20,2002,2002-06-06,6,13-Jun-2002
68,20,2002,2002-06-06,7,13-Jun-2002
68,20,2002,2002-06-06,8,13-Jun-2002
68,20,2002,2002-06-06,9,13-Jun-2002
68,20,2002,2002-06-06,10,13-Jun-2002
68,20,2002,2002-06-06,11,13-Jun-2002
68,20,2002,2002-06-06,12,13-Jun-2002
68,20,2002,2002-06-06,13,12-Jun-2002
68,20,2002,2002-06-06,14,13-Jun-2002
68,20,2002,2002-06-06,15,13-Jun-2002
68,20,2002,2002-06-06,16,13-Jun-2002
68,20,2002,2002-06-06,17,13-Jun-2002
68,20,2002,2002-06-06,18,13-Jun-2002
68,20,2002,2002-06-06,19,13-Jun-2002
68,20,2002,2002-06-06,20,13-Jun-2002
68,20,2002,2002-06-06,21,13-Jun-2002
68,20,2002,2002-06-06,22,14-Jun-2002
68,20,2002,2002-06-06,23,13-Jun-2002
68,20,2002,2002-06-06,24,12-Jun-2002
68,20,2002,2002-06-06,25,13-Jun-2002
68,20,2002,2002-06-06,26,13-Jun-2002
68,20,2002,2002-06-06,27,13-Jun-2002
68,20,2002,2002-06-06,28,12-Jun-2002
68,20,2002,2002-06-06,29,13-Jun-2002
68,20,2002,2002-06-06,30,14-Jun-2002
68,20,2002,2002-06-06,31,13-Jun-2002
68,20,2002,2002-06-06,32,13-Jun-2002
68,20,2002,2002-06-06,33,13-Jun-2002
68,20,2002,2002-06-06,34,12-Jun-2002
68,20,2002,2002-06-06,35,13-Jun-2002
68,20,2002,2002-06-06,36,14-Jun-2002
68,20,2002,2002-06-06,37,13-Jun-2002
68,20,2002,2002-06-06,38,14-Jun-2002
68,20,2002,2002-06-06,39,13-Jun-2002
68,20,2002,2002-06-06,40,14-Jun-2002
68,20,2002,2002-06-06,41,13-Jun-2002
68,20,2002,2002-06-06,42,13-Jun-2002
68,20,2002,2002-06-06,43,14-Jun-2002
68,20,2002,2002-06-06,44,13-Jun-2002
68,20,2002,2002-06-06,45,12-Jun-2002
68,20,2002,2002-06-06,46,13-Jun-2002
68,20,2002,2002-06-06,47,14-Jun-2002
68,20,2002,2002-06-06,48,13-Jun-2002
68,20,2002,2002-06-06,49,13-Jun-2002
68,20,2002,2002-06-06,50,13-Jun-2002
68,20,2002,2002-06-06,51,13-Jun-2002
68,20,2002,2002-06-09,1,13-Jun-2002
68,20,2002,2002-06-09,2,12-Jun-2002
68,20,2002,2002-06-09,3,12-Jun-2002
68,20,2002,2002-06-09,4,12-Jun-2002
68,20,2002,2002-06-09,5,13-Jun-2002
68,20,2002,2002-06-09,6,13-Jun-2002
68,20,2002,2002-06-09,7,12-Jun-2002
68,20,2002,2002-06-09,8,12-Jun-2002
68,20,2002,2002-06-09,9,12-Jun-2002
68,20,2002,2002-06-09,10,12-Jun-2002
68,20,2002,2002-06-09,11,12-Jun-2002
68,20,2002,2002-06-09,12,12-Jun-2002
68,20,2002,2002-06-09,13,12-Jun-2002
68,20,2002,2002-06-09,14,12-Jun-2002
68,20,2002,2002-06-09,15,13-Jun-2002
68,20,2002,2002-06-09,16,12-Jun-2002
68,20,2002,2002-06-09,17,12-Jun-2002
68,20,2002,2002-06-09,18,12-Jun-2002
68,20,2002,2002-06-09,19,13-Jun-2002
68,20,2002,2002-06-09,20,12-Jun-2002
68,20,2002,2002-06-09,21,12-Jun-2002
68,20,2002,2002-06-09,22,12-Jun-2002
68,20,2002,2002-06-09,23,12-Jun-2002
68,20,2002,2002-06-09,24,12-Jun-2002
68,20,2002,2002-06-09,25,12-Jun-2002
68,20,2002,2002-06-09,26,13-Jun-2002
68,20,2002,2002-06-09,27,13-Jun-2002
68,20,2002,2002-06-09,28,12-Jun-2002
68,20,2002,2002-06-09,29,12-Jun-2002
68,20,2002,2002-06-09,30,12-Jun-2002
68,20,2002,2002-06-09,31,13-Jun-2002
68,20,2002,2002-06-09,32,12-Jun-2002
68,20,2002,2002-06-09,33,12-Jun-2002
68,20,2002,2002-06-09,34,12-Jun-2002
68,20,2002,2002-06-09,35,12-Jun-2002
68,20,2002,2002-06-09,36,12-Jun-2002
68,20,2002,2002-06-09,37,13-Jun-2002
68,20,2002,2002-06-09,38,12-Jun-2002
68,20,2002,2002-06-09,39,12-Jun-2002
68,20,2002,2002-06-09,40,12-Jun-2002
68,20,2002,2002-06-09,41,12-Jun-2002
68,20,2002,2002-06-09,42,13-Jun-2002
68,20,2002,2002-06-09,43,12-Jun-2002
68,20,2002,2002-06-09,44,12-Jun-2002
68,20,2002,2002-06-09,45,12-Jun-2002
68,20,2002,2002-06-09,46,12-Jun-2002
68,20,2002,2002-06-09,47,12-Jun-2002
68,20,2002,2002-06-09,48,12-Jun-2002
68,20,2002,2002-06-09,49,12-Jun-2002
68,20,2002,2002-06-09,50,12-Jun-2002
68,20,2002,2002-06-09,51,12-Jun-2002
68,20,2002,2002-06-13,1,14-Jun-2002
68,20,2002,2002-06-13,2,14-Jun-2002
68,20,2002,2002-06-13,3,14-Jun-2002
68,20,2002,2002-06-13,4,14-Jun-2002
68,20,2002,2002-06-13,5,14-Jun-2002
68,20,2002,2002-06-13,6,14-Jun-2002
68,20,2002,2002-06-13,7,14-Jun-2002
68,20,2002,2002-06-13,8,14-Jun-2002
68,20,2002,2002-06-13,9,14-Jun-2002
68,20,2002,2002-06-13,10,14-Jun-2002
68,20,2002,2002-06-13,11,14-Jun-2002
68,20,2002,2002-06-13,12,14-Jun-2002
68,20,2002,2002-06-13,13,14-Jun-2002
68,20,2002,2002-06-13,14,14-Jun-2002
68,20,2002,2002-06-13,15,14-Jun-2002
68,20,2002,2002-06-13,16,14-Jun-2002
68,20,2002,2002-06-13,17,14-Jun-2002
68,20,2002,2002-06-13,18,14-Jun-2002
68,20,2002,2002-06-13,19,14-Jun-2002
68,20,2002,2002-06-13,20,14-Jun-2002
68,20,2002,2002-06-13,21,14-Jun-2002
68,20,2002,2002-06-13,22,14-Jun-2002
68,20,2002,2002-06-13,23,14-Jun-2002
68,20,2002,2002-06-13,24,14-Jun-2002
68,20,2002,2002-06-13,25,14-Jun-2002
68,20,2002,2002-06-13,26,14-Jun-2002
68,20,2002,2002-06-13,27,14-Jun-2002
68,20,2002,2002-06-13,28,14-Jun-2002
