lon,lat,year,init_date,member,onset
68,20,2004,2004-05-20,9,NaT
68,20,2004,2004-05-20,10,NaT
68,20,2004,2004-05-20,11,NaT
68,20,2004,2004-05-23,1,NaT
68,20,2004,2004-05-23,2,NaT
68,20,2004,2004-05-23,3,NaT
68,20,2004,2004-05-23,4,NaT
68,20,2004,2004-05-23,5,NaT
68,20,2004,2004-05-23,6,NaT
68,20,2004,2004-05-23,7,NaT
68,20,2004,2004-05-23,8,NaT
68,20,2004,2004-05-23,9,NaT
68,20,2004,2004-05-23,10,NaT
68,20,2004,2004-05-23,11,06-Jun-2004
68,20,2004,2004-05-27,1,NaT
68,20,2004,2004-05-27,2,NaT
68,20,2004,2004-05-27,3,NaT
68,20,2004,2004-05-27,4,07-Jun-2004
68,20,2004,2004-05-27,5,NaT
68,20,2004,2004-05-27,6,11-Jun-2004
68,20,2004,2004-05-27,7,NaT
68,20,2004,2004-05-27,8,08-Jun-2004
68,20,2004,2004-05-27,9,NaT
68,20,2004,2004-05-27,10,07-Jun-2004
68,20,2004,2004-05-27,11,03-Jun-2004
68,20,2004,2004-05-30,1,06-Jun-2004
68,20,2004,2004-05-30,2,NaT
68,20,2004,2004-05-30,3,06-Jun-2004
68,20,2004,2004-05-30,4,08-Jun-2004
68,20,2004,2004-05-30,5,NaT
68,20,2004,2004-05-30,6,NaT
68,20,2004,2004-05-30,7,NaT
68,20,2004,2004-05-30,8,NaT
68,20,2004,2004-05-30,9,10-Jun-2004
68,20,2004,2004-05-30,10,NaT
68,20,2004,2004-05-30,11,04-Jun-2004
68,20,2004,2004-06-03,1,09-Jun-2004
68,20,2004,2004-06-03,2,07-Jun-2004
68,20,2004,2004-06-03,3,NaT
68,20,2004,2004-06-03,4,08-Jun-2004
68,20,2004,2004-06-03,5,08-Jun-2004
68,20,2004,2004-06-03,6,11-Jun-2004
68,20,2004,2004-06-03,7,12-Jun-2004
68,20,2004,2004-06-03,8,09-Jun-2004
68,20,2004,2004-06-03,9,07-Jun-2004
68,20,2004,2004-06-03,10,NaT
68,20,2004,2004-06-03,11,09-Jun-2004
68,20,2004,2004-06-06,1,08-Jun-2004
68,20,2004,2004-06-06,2,NaT
68,20,2004,2004-06-06,3,NaT
68,20,2004,2004-06-06,4,07-Jun-2004
68,20,2004,2004-06-06,5,12-Jun-2004
68,20,2004,2004-06-06,6,08-Jun-2004
68,20,2004,2004-06-06,7,09-Jun-2004
68,20,2004,2004-06-06,8,08-Jun-2004
68,20,2004,2004-06-06,9,10-Jun-2004
68,20,2004,2004-06-06,10,08-Jun-2004
68,20,2004,2004-06-06,11,11-Jun-2004
68,20,2004,2004-06-10,1,11-Jun-2004
68,20,2004,2004-06-10,2,NaT
68,20,2004,2004-06-10,3,11-Jun-2004
68,20,2004,2004-06-10,4,11-Jun-2004
68,20,2004,2004-06-10,5,11-Jun-2004
68,20,2004,2004-06-10,6,11-Jun-2004
68,20,2004,2004-06-10,7,11-Jun-2004
68,20,2004,2004-06-10,8,11-Jun-2004
68,20,2004,2004-06-10,9,11-Jun-2004
68,20,2004,2004-06-10,10,11-Jun-2004
68,20,2004,2004-06-10,11,11-Jun-2004
68,20,2005,2005-05-02,1,NaT
68,20,2005,2005-05-02,2,NaT
68,20,2005,2005-05-02,3,NaT
68,20,2005,2005-05-02,4,NaT
68,20,2005,2005-05-02,5,NaT
68,20,2005,2005-05-02,6,NaT
68,20,2005,2005-05-02,7,NaT
68,20,2005,2005-05-02,8,NaT
68,20,2005,2005-05-02,9,NaT
68,20,2005,2005-05-02,10,NaT
68,20,2005,2005-05-02,11,NaT
68,20,2005,2005-05-06,1,NaT
68,20,2005,2005-05-06,2,NaT
68,20,2005,2005-05-06,3,NaT
68,20,2005,2005-05-06,4,NaT
68,20,2005,2005-05-06,5,NaT
68,20,2005,2005-05-06,6,NaT
68,20,2005,2005-05-06,7,NaT
68,20,2005,2005-05-06,8,NaT
68,20,2005,2005-05-06,9,NaT
68,20,2005,2005-05-06,10,NaT
68,20,2005,2005-05-06,11,NaT
68,20,2005,2005-05-09,1,NaT
68,20,2005,2005-05-09,2,NaT
68,20,2005,2005-05-09,3,NaT
68,20,2005,2005-05-09,4,NaT
68,20,2005,2005-05-09,5,NaT
68,20,2005,2005-05-09,6,NaT
68,20,2005,2005-05-09,7,NaT
68,20,2005,2005-05-09,8,NaT
68,20,2005,2005-05-09,9,NaT
68,20,2005,2005-05-09,10,NaT
68,20,2005,2005-05-09,11,NaT
68,20,2005,2005-05-13,1,NaT
68,20,2005,2005-05-13,2,NaT
68,20,2005,2005-05-13,3,NaT
68,20,2005,2005-05-13,4,NaT
68,20,2005,2005-05-13,5,NaT
68,20,2005,2005-05-13,6,NaT
68,20,2005,2005-05-13,7,NaT
68,20,2005,2005-05-13,8,NaT
68,20,2005,2005-05-13,9,NaT
68,20,2005,2005-05-13,10,NaT
68,20,2005,2005-05-13,11,NaT
68,20,2005,2005-05-16,1,NaT
68,20,2005,2005-05-16,2,NaT
68,20,2005,2005-05-16,3,NaT
68,20,2005,2005-05-16,4,NaT
68,20,2005,2005-05-16,5,NaT
68,20,2005,2005-05-16,6,NaT
68,20,2005,2005-05-16,7,NaT
68,20,2005,2005-05-16,8,NaT
68,20,2005,2005-05-16,9,NaT
68,20,2005,2005-05-16,10,NaT
68,20,2005,2005-05-16,11,NaT
68,20,2005,2005-05-20,1,NaT
68,20,2005,2005-05-20,2,NaT
68,20,2005,2005-05-20,3,NaT
68,20,2005,2005-05-20,4,NaT
68,20,2005,2005-05-20,5,NaT
68,20,2005,2005-05-20,6,NaT
68,20,2005,2005-05-20,7,NaT
68,20,2005,2005-05-20,8,NaT
68,20,2005,2005-05-20,9,NaT
68,20,2005,2005-05-20,10,NaT
68,20,2005,2005-05-20,11,NaT
68,20,2005,2005-05-23,1,NaT
68,20,2005,2005-05-23,2,NaT
68,20,2005,2005-05-23,3,NaT
68,20,2005,2005-05-23,4,NaT
68,20,2005,2005-05-23,5,NaT
68,20,2005,2005-05-23,6,NaT
68,20,2005,2005-05-23,7,NaT
68,20,2005,2005-05-23,8,NaT
68,20,2005,2005-05-23,9,NaT
68,20,2005,2005-05-23,10,NaT
68,20,2005,2005-05-23,11,NaT
68,20,2005,2005-05-27,1,NaT
68,20,2005,2005-05-27,2,NaT
68,20,2005,2005-05-27,3,NaT
68,20,2005,2005-05-27,4,NaT
68,20,2005,2005-05-27,5,NaT
68,20,2005,2005-05-27,6,NaT
68,20,2005,2005-05-27,7,11-Jun-2005
68,20,2005,2005-05-27,8,NaT
68,20,2005,2005-05-27,9,NaT
68,20,2005,2005-05-27,10,NaT
68,20,2005,2005-05-27,11,NaT
68,20,2005,2005-05-30,1,NaT
68,20,2005,2005-05-30,2,NaT
68,20,2005,2005-05-30,3,NaT
68,20,2005,2005-05-30,4,NaT
68,20,2005,2005-05-30,5,NaT
68,20,2005,2005-05-30,6,13-Jun-2005
68,20,2005,2005-05-30,7,NaT
68,20,2005,2005-05-30,8,NaT
68,20,2005,2005-05-30,9,NaT
68,20,2005,2005-05-30,10,10-Jun-2005
68,20,2005,2005-05-30,11,NaT
68,20,2005,2005-06-03,1,NaT
68,20,2005,2005-06-03,2,16-Jun-2005
68,20,2005,2005-06-03,3,NaT
68,20,2005,2005-06-03,4,18-Jun-2005
68,20,2005,2005-06-03,5,18-Jun-2005
68,20,2005,2005-06-03,6,NaT
68,20,2005,2005-06-03,7,17-Jun-2005
68,20,2005,2005-06-03,8,NaT
68,20,2005,2005-06-03,9,NaT
68,20,2005,2005-06-03,10,NaT
68,20,2005,2005-06-03,11,NaT
68,20,2005,2005-06-06,1,19-Jun-2005
68,20,2005,2005-06-06,2,11-Jun-2005
68,20,2005,2005-06-06,3,12-Jun-2005
68,20,2005,2005-06-06,4,19-Jun-2005
68,20,2005,2005-06-06,5,18-Jun-2005
68,20,2005,2005-06-06,6,18-Jun-2005
68,20,2005,2005-06-06,7,NaT
68,20,2005,2005-06-06,8,NaT
68,20,2005,2005-06-06,9,NaT
68,20,2005,2005-06-06,10,20-Jun-2005
68,20,2005,2005-06-06,11,NaT
68,20,2005,2005-06-10,1,20-Jun-2005
68,20,2005,2005-06-10,2,18-Jun-2005
68,20,2005,2005-06-10,3,NaT
68,20,2005,2005-06-10,4,20-Jun-2005
68,20,2005,2005-06-10,5,20-Jun-2005
68,20,2005,2005-06-10,6,22-Jun-2005
68,20,2005,2005-06-10,7,19-Jun-2005
68,20,2005,2005-06-10,8,20-Jun-2005
68,20,2005,2005-06-10,9,19-Jun-2005
68,20,2005,2005-06-10,10,18-Jun-2005
68,20,2005,2005-06-10,11,20-Jun-2005
68,20,2005,2005-06-13,1,19-Jun-2005
68,20,2005,2005-06-13,2,17-Jun-2005
68,20,2005,2005-06-13,3,18-Jun-2005
68,20,2005,2005-06-13,4,19-Jun-2005
68,20,2005,2005-06-13,5,19-Jun-2005
68,20,2005,2005-06-13,6,17-Jun-2005
68,20,2005,2005-06-13,7,18-Jun-2005
68,20,2005,2005-06-13,8,19-Jun-2005
68,20,2005,2005-06-13,9,18-Jun-2005
68,20,2005,2005-06-13,10,19-Jun-2005
68,20,2005,2005-06-13,11,20-Jun-2005
68,20,2005,2005-06-17,1,18-Jun-2005
68,20,2005,2005-06-17,2,18-Jun-2005
68,20,2005,2005-06-17,3,18-Jun-2005
68,20,2005,2005-06-17,4,18-Jun-2005
68,20,2005,2005-06-17,5,18-Jun-2005
68,20,2005,2005-06-17,6,18-Jun-2005
68,20,2005,2005-06-17,7,18-Jun-2005
68,20,2005,2005-06-17,8,18-Jun-2005
68,20,2005,2005-06-17,9,18-Jun-2005
68,20,2005,2005-06-17,10,18-Jun-2005
68,20,2005,2005-06-17,11,18-Jun-2005
68,20,2005,2005-06-20,1,21-Jun-2005
68,20,2005,2005-06-20,2,21-Jun-2005
68,20,2005,2005-06-20,3,21-Jun-2005
68,20,2005,2005-06-20,4,21-Jun-2005
68,20,2005,2005-06-20,5,21-Jun-2005
68,20,2005,2005-06-20,6,21-Jun-2005
68,20,2005,2005-06-20,7,21-Jun-2005
68,20,2005,2005-06-20,8,21-Jun-2005
68,20,2005,2005-06-20,9,21-Jun-2005
68,20,2005,2005-06-20,10,21-Jun-2005
68,20,2005,2005-06-20,11,27-Jun-2005
68,20,2006,2006-05-02,1,NaT
68,20,2006,2006-05-02,2,NaT
68,20,2006,2006-05-02,3,NaT
68,20,2006,2006-05-02,4,NaT
68,20,2006,2006-05-02,5,NaT
68,20,2006,2006-05-02,6,NaT
68,20,2006,2006-05-02,7,NaT
68,20,2006,2006-05-02,8,NaT
68,20,2006,2006-05-02,9,NaT
68,20,2006,2006-05-02,10,NaT
68,20,2006,2006-05-02,11,NaT
68,20,2006,2006-05-06,1,NaT
68,20,2006,2006-05-06,2,NaT
68,20,2006,2006-05-06,3,NaT
68,20,2006,2006-05-06,4,NaT
68,20,2006,2006-05-06,5,NaT
68,20,2006,2006-05-06,6,NaT
68,20,2006,2006-05-06,7,NaT
68,20,2006,2006-05-06,8,NaT
68,20,2006,2006-05-06,9,NaT
68,20,2006,2006-05-06,10,NaT
68,20,2006,2006-05-06,11,NaT
68,20,2006,2006-05-09,1,NaT
68,20,2006,2006-05-09,2,NaT
68,20,2006,2006-05-09,3,NaT
68,20,2006,2006-05-09,4,NaT
68,20,2006,2006-05-09,5,NaT
68,20,2006,2006-05-09,6,NaT
68,20,2006,2006-05-09,7,NaT
68,20,2006,2006-05-09,8,NaT
68,20,2006,2006-05-09,9,NaT
68,20,2006,2006-05-09,10,NaT
68,20,2006,2006-05-09,11,NaT
68,20,2006,2006-05-13,1,NaT
68,20,2006,2006-05-13,2,NaT
68,20,2006,2006-05-13,3,NaT
68,20,2006,2006-05-13,4,NaT
68,20,2006,2006-05-13,5,NaT
68,20,2006,2006-05-13,6,NaT
68,20,2006,2006-05-13,7,NaT
68,20,2006,2006-05-13,8,NaT
68,20,2006,2006-05-13,9,NaT
68,20,2006,2006-05-13,10,NaT
68,20,2006,2006-05-13,11,NaT
68,20,2006,2006-05-16,1,NaT
68,20,2006,2006-05-16,2,NaT
68,20,2006,2006-05-16,3,NaT
68,20,2006,2006-05-16,4,NaT
68,20,2006,2006-05-16,5,NaT
68,20,2006,2006-05-16,6,NaT
68,20,2006,2006-05-16,7,NaT
68,20,2006,2006-05-16,8,NaT
68,20,2006,2006-05-16,9,NaT
68,20,2006,2006-05-16,10,NaT
68,20,2006,2006-05-16,11,NaT
68,20,2006,2006-05-20,1,03-Jun-2006
68,20,2006,2006-05-20,2,NaT
68,20,2006,2006-05-20,3,NaT
68,20,2006,2006-05-20,4,NaT
68,20,2006,2006-05-20,5,NaT
68,20,2006,2006-05-20,6,03-Jun-2006
68,20,2006,2006-05-20,7,03-Jun-2006
68,20,2006,2006-05-20,8,NaT
68,20,2006,2006-05-20,9,NaT
68,20,2006,2006-05-20,10,NaT
68,20,2006,2006-05-20,11,NaT
68,20,2006,2006-05-23,1,NaT
68,20,2006,2006-05-23,2,NaT
68,20,2006,2006-05-23,3,NaT
68,20,2006,2006-05-23,4,NaT
68,20,2006,2006-05-23,5,NaT
68,20,2006,2006-05-23,6,NaT
68,20,2006,2006-05-23,7,NaT
68,20,2006,2006-05-23,8,NaT
68,20,2006,2006-05-23,9,NaT
68,20,2006,2006-05-23,10,NaT
68,20,2006,2006-05-23,11,NaT
68,20,2006,2006-05-27,1,NaT
68,20,2006,2006-05-27,2,NaT
68,20,2006,2006-05-27,3,NaT
68,20,2006,2006-05-27,4,NaT
68,20,2006,2006-05-27,5,NaT
68,20,2006,2006-05-27,6,NaT
68,20,2006,2006-05-27,7,NaT
68,20,2006,2006-05-27,8,NaT
68,20,2006,2006-05-27,9,NaT
68,20,2006,2006-05-27,10,NaT
68,20,2006,2006-05-27,11,NaT
68,20,2006,2006-05-30,1,NaT
68,20,2006,2006-05-30,2,NaT
68,20,2006,2006-05-30,3,NaT
68,20,2006,2006-05-30,4,NaT
68,20,2006,2006-05-30,5,NaT
68,20,2006,2006-05-30,6,NaT
68,20,2006,2006-05-30,7,NaT
68,20,2006,2006-05-30,8,NaT
68,20,2006,2006-05-30,9,NaT
68,20,2006,2006-05-30,10,NaT
68,20,2006,2006-05-30,11,NaT
68,20,2006,2006-06-03,1,NaT
68,20,2006,2006-06-03,2,NaT
68,20,2006,2006-06-03,3,NaT
68,20,2006,2006-06-03,4,NaT
68,20,2006,2006-06-03,5,NaT
68,20,2006,2006-06-03,6,NaT
68,20,2006,2006-06-03,7,NaT
68,20,2006,2006-06-03,8,NaT
68,20,2006,2006-06-03,9,NaT
68,20,2006,2006-06-03,10,NaT
68,20,2006,2006-06-03,11,NaT
68,20,2006,2006-06-06,1,NaT
68,20,2006,2006-06-06,2,NaT
68,20,2006,2006-06-06,3,19-Jun-2006
68,20,2006,2006-06-06,4,NaT
68,20,2006,2006-06-06,5,NaT
68,20,2006,2006-06-06,6,NaT
68,20,2006,2006-06-06,7,NaT
68,20,2006,2006-06-06,8,NaT
68,20,2006,2006-06-06,9,NaT
68,20,2006,2006-06-06,10,NaT
68,20,2006,2006-06-06,11,NaT
68,20,2006,2006-06-10,1,24-Jun-2006
68,20,2006,2006-06-10,2,NaT
68,20,2006,2006-06-10,3,NaT
68,20,2006,2006-06-10,4,22-Jun-2006
68,20,2006,2006-06-10,5,NaT
68,20,2006,2006-06-10,6,22-Jun-2006
68,20,2006,2006-06-10,7,23-Jun-2006
68,20,2006,2006-06-10,8,NaT
68,20,2006,2006-06-10,9,21-Jun-2006
68,20,2006,2006-06-10,10,20-Jun-2006
68,20,2006,2006-06-10,11,24-Jun-2006
68,20,2006,2006-06-13,1,22-Jun-2006
68,20,2006,2006-06-13,2,27-Jun-2006
68,20,2006,2006-06-13,3,NaT
68,20,2006,2006-06-13,4,26-Jun-2006
68,20,2006,2006-06-13,5,26-Jun-2006
68,20,2006,2006-06-13,6,24-Jun-2006
68,20,2006,2006-06-13,7,NaT
68,20,2006,2006-06-13,8,26-Jun-2006
68,20,2006,2006-06-13,9,21-Jun-2006
68,20,2006,2006-06-13,10,21-Jun-2006
68,20,2006,2006-06-13,11,25-Jun-2006
68,20,2006,2006-06-17,1,22-Jun-2006
68,20,2006,2006-06-17,2,NaT
68,20,2006,2006-06-17,3,23-Jun-2006
68,20,2006,2006-06-17,4,24-Jun-2006
68,20,2006,2006-06-17,5,22-Jun-2006
68,20,2006,2006-06-17,6,NaT
68,20,2006,2006-06-17,7,23-Jun-2006
68,20,2006,2006-06-17,8,23-Jun-2006
68,20,2006,2006-06-17,9,24-Jun-2006
68,20,2006,2006-06-17,10,21-Jun-2006
68,20,2006,2006-06-17,11,23-Jun-2006
68,20,2006,2006-06-20,1,23-Jun-2006
68,20,2006,2006-06-20,2,23-Jun-2006
68,20,2006,2006-06-20,3,22-Jun-2006
68,20,2006,2006-06-20,4,25-Jun-2006
68,20,2006,2006-06-20,5,24-Jun-2006
68,20,2006,2006-06-20,6,24-Jun-2006
68,20,2006,2006-06-20,7,25-Jun-2006
68,20,2006,2006-06-20,8,23-Jun-2006
68,20,2006,2006-06-20,9,23-Jun-2006
68,20,2006,2006-06-20,10,24-Jun-2006
68,20,2006,2006-06-20,11,22-Jun-2006
68,20,2006,2006-06-24,1,25-Jun-2006
68,20,2006,2006-06-24,2,25-Jun-2006
68,20,2006,2006-06-24,3,25-Jun-2006
68,20,2006,2006-06-24,4,25-Jun-2006
68,20,2006,2006-06-24,5,25-Jun-2006
68,20,2006,2006-06-24,6,25-Jun-2006
68,20,2006,2006-06-24,7,25-Jun-2006
68,20,2006,2006-06-24,8,25-Jun-2006
68,20,2006,2006-06-24,9,25-Jun-2006
68,20,2006,2006-06-24,10,25-Jun-2006
68,20,2006,2006-06-24,11,25-Jun-2006
68,20,2006,2006-06-27,1,28-Jun-2006
68,20,2006,2006-06-27,2,NaT
68,20,2006,2006-06-27,3,28-Jun-2006
68,20,2006,2006-06-27,4,28-Jun-2006
68,20,2006,2006-06-27,5,28-Jun-2006
68,20,2006,2006-06-27,6,28-Jun-2006
68,20,2006,2006-06-27,7,28-Jun-2006
68,20,2006,2006-06-27,8,28-Jun-2006
68,20,2006,2006-06-27,9,28-Jun-2006
68,20,2006,2006-06-27,10,28-Jun-2006
68,20,2006,2006-06-27,11,28-Jun-2006
68,20,2007,2007-05-02,1,NaT
68,20,2007,2007-05-02,2,NaT
68,20,2007,2007-05-02,3,NaT
68,20,2007,2007-05-02,4,NaT
68,20,2007,2007-05-02,5,NaT
68,20,2007,2007-05-02,6,NaT
68,20,2007,2007-05-02,7,NaT
68,20,2007,2007-05-02,8,NaT
68,20,2007,2007-05-02,9,NaT
68,20,2007,2007-05-02,10,NaT
68,20,2007,2007-05-02,11,NaT
68,20,2007,2007-05-06,1,NaT
68,20,2007,2007-05-06,2,NaT
68,20,2007,2007-05-06,3,NaT
68,20,2007,2007-05-06,4,NaT
68,20,2007,2007-05-06,5,NaT
68,20,2007,2007-05-06,6,NaT
68,20,2007,2007-05-06,7,NaT
68,20,2007,2007-05-06,8,NaT
68,20,2007,2007-05-06,9,NaT
68,20,2007,2007-05-06,10,NaT
68,20,2007,2007-05-06,11,NaT
68,20,2007,2007-05-09,1,NaT
68,20,2007,2007-05-09,2,NaT
68,20,2007,2007-05-09,3,NaT
68,20,2007,2007-05-09,4,NaT
68,20,2007,2007-05-09,5,NaT
68,20,2007,2007-05-09,6,NaT
68,20,2007,2007-05-09,7,NaT
68,20,2007,2007-05-09,8,NaT
68,20,2007,2007-05-09,9,NaT
68,20,2007,2007-05-09,10,NaT
68,20,2007,2007-05-09,11,NaT
68,20,2007,2007-05-13,1,NaT
68,20,2007,2007-05-13,2,NaT
68,20,2007,2007-05-13,3,NaT
68,20,2007,2007-05-13,4,NaT
68,20,2007,2007-05-13,5,NaT
68,20,2007,2007-05-13,6,NaT
68,20,2007,2007-05-13,7,NaT
68,20,2007,2007-05-13,8,NaT
68,20,2007,2007-05-13,9,NaT
68,20,2007,2007-05-13,10,NaT
68,20,2007,2007-05-13,11,NaT
68,20,2007,2007-05-16,1,NaT
68,20,2007,2007-05-16,2,NaT
68,20,2007,2007-05-16,3,NaT
68,20,2007,2007-05-16,4,NaT
68,20,2007,2007-05-16,5,NaT
68,20,2007,2007-05-16,6,NaT
68,20,2007,2007-05-16,7,NaT
68,20,2007,2007-05-16,8,NaT
68,20,2007,2007-05-16,9,NaT
68,20,2007,2007-05-16,10,NaT
68,20,2007,2007-05-16,11,NaT
68,20,2007,2007-05-20,1,NaT
68,20,2007,2007-05-20,2,NaT
68,20,2007,2007-05-20,3,NaT
68,20,2007,2007-05-20,4,NaT
68,20,2007,2007-05-20,5,NaT
68,20,2007,2007-05-20,6,03-Jun-2007
68,20,2007,2007-05-20,7,NaT
68,20,2007,2007-05-20,8,NaT
68,20,2007,2007-05-20,9,NaT
68,20,2007,2007-05-20,10,NaT
68,20,2007,2007-05-20,11,NaT
68,20,2007,2007-05-23,1,NaT
68,20,2007,2007-05-23,2,NaT
68,20,2007,2007-05-23,3,NaT
68,20,2007,2007-05-23,4,NaT
68,20,2007,2007-05-23,5,NaT
68,20,2007,2007-05-23,6,NaT
68,20,2007,2007-05-23,7,NaT
68,20,2007,2007-05-23,8,NaT
68,20,2007,2007-05-23,9,NaT
68,20,2007,2007-05-23,10,06-Jun-2007
68,20,2007,2007-05-23,11,NaT
68,20,2007,2007-05-27,1,NaT
68,20,2007,2007-05-27,2,NaT
68,20,2007,2007-05-27,3,NaT
68,20,2007,2007-05-27,4,NaT
68,20,2007,2007-05-27,5,NaT
68,20,2007,2007-05-27,6,NaT
68,20,2007,2007-05-27,7,NaT
68,20,2007,2007-05-27,8,NaT
68,20,2007,2007-05-27,9,NaT
68,20,2007,2007-05-27,10,NaT
68,20,2007,2007-05-27,11,NaT
68,20,2007,2007-05-30,1,NaT
68,20,2007,2007-05-30,2,13-Jun-2007
68,20,2007,2007-05-30,3,NaT
68,20,2007,2007-05-30,4,NaT
68,20,2007,2007-05-30,5,13-Jun-2007
68,20,2007,2007-05-30,6,10-Jun-2007
68,20,2007,2007-05-30,7,NaT
68,20,2007,2007-05-30,8,NaT
68,20,2007,2007-05-30,9,14-Jun-2007
68,20,2007,2007-05-30,10,10-Jun-2007
68,20,2007,2007-05-30,11,03-Jun-2007
68,20,2007,2007-06-03,1,NaT
68,20,2007,2007-06-03,2,11-Jun-2007
68,20,2007,2007-06-03,3,15-Jun-2007
68,20,2007,2007-06-03,4,04-Jun-2007
68,20,2007,2007-06-03,5,16-Jun-2007
68,20,2007,2007-06-03,6,NaT
68,20,2007,2007-06-03,7,NaT
68,20,2007,2007-06-03,8,18-Jun-2007
68,20,2007,2007-06-03,9,NaT
68,20,2007,2007-06-03,10,NaT
68,20,2007,2007-06-03,11,16-Jun-2007
68,20,2007,2007-06-06,1,15-Jun-2007
68,20,2007,2007-06-06,2,12-Jun-2007
68,20,2007,2007-06-06,3,14-Jun-2007
68,20,2007,2007-06-06,4,19-Jun-2007
68,20,2007,2007-06-06,5,13-Jun-2007
68,20,2007,2007-06-06,6,NaT
68,20,2007,2007-06-06,7,17-Jun-2007
68,20,2007,2007-06-06,8,14-Jun-2007
68,20,2007,2007-06-06,9,NaT
68,20,2007,2007-06-06,10,16-Jun-2007
68,20,2007,2007-06-06,11,16-Jun-2007
68,20,2007,2007-06-10,1,14-Jun-2007
68,20,2007,2007-06-10,2,23-Jun-2007
68,20,2007,2007-06-10,3,20-Jun-2007
68,20,2007,2007-06-10,4,18-Jun-2007
68,20,2007,2007-06-10,5,24-Jun-2007
68,20,2007,2007-06-10,6,NaT
68,20,2007,2007-06-10,7,19-Jun-2007
68,20,2007,2007-06-10,8,16-Jun-2007
68,20,2007,2007-06-10,9,15-Jun-2007
68,20,2007,2007-06-10,10,14-Jun-2007
68,20,2007,2007-06-10,11,13-Jun-2007
68,20,2007,2007-06-13,1,14-Jun-2007
68,20,2007,2007-06-13,2,14-Jun-2007
68,20,2007,2007-06-13,3,15-Jun-2007
68,20,2007,2007-06-13,4,18-Jun-2007
68,20,2007,2007-06-13,5,14-Jun-2007
68,20,2007,2007-06-13,6,14-Jun-2007
68,20,2007,2007-06-13,7,14-Jun-2007
68,20,2007,2007-06-13,8,14-Jun-2007
68,20,2007,2007-06-13,9,14-Jun-2007
68,20,2007,2007-06-13,10,19-Jun-2007
68,20,2007,2007-06-13,11,14-Jun-2007
68,20,2007,2007-06-17,1,18-Jun-2007
68,20,2007,2007-06-17,2,18-Jun-2007
68,20,2007,2007-06-17,3,18-Jun-2007
68,20,2007,2007-06-17,4,20-Jun-2007
68,20,2007,2007-06-17,5,18-Jun-2007
68,20,2007,2007-06-17,6,18-Jun-2007
68,20,2007,2007-06-17,7,20-Jun-2007
68,20,2007,2007-06-17,8,19-Jun-2007
68,20,2007,2007-06-17,9,18-Jun-2007
68,20,2007,2007-06-17,10,18-Jun-2007
68,20,2007,2007-06-17,11,18-Jun-2007
68,20,2007,2007-06-20,1,21-Jun-2007
68,20,2007,2007-06-20,2,21-Jun-2007
68,20,2007,2007-06-20,3,21-Jun-2007
68,20,2007,2007-06-20,4,21-Jun-2007
68,20,2007,2007-06-20,5,21-Jun-2007
