,BSS,RPS,lat,lon,horizon,model
17,-0.102470429152552,0.2466440261377678,24.0,84.0,15,NGCM
18,0.09103733168399797,0.2984023944536821,24.0,68.0,15,NGCM
19,-0.5935401168029342,-0.04712292680802865,24.0,88.0,15,NGCM
20,-0.1479394436346244,0.3867170893458314,24.0,92.0,15,NGCM
21,-0.7486788903597252,-0.14228808585173347,24.0,96.0,15,NGCM
22,0.16636046348696776,0.4496336697769989,28.0,76.0,15,NGCM
23,0.1579930677190664,0.47091037819789483,28.0,80.0,15,NGCM
24,0.15602023816218535,0.491417168055158,28.0,72.0,15,NGCM
25,0.0740996387545928,0.43624383302908176,28.0,84.0,15,NGCM
26,0.28437320336829086,0.4832317542673008,28.0,68.0,15,NGCM
27,-0.9165102719032368,-0.532521857503808,28.0,88.0,15,NGCM
28,-0.03315241422959292,0.3595032028274928,28.0,92.0,15,NGCM
29,-0.7643787428047715,-0.28295016605972445,28.0,96.0,15,NGCM
30,-0.18052013767175934,0.08182526476661056,32.0,76.0,15,NGCM
31,-0.299112960454776,0.01776646996670339,32.0,80.0,15,NGCM
32,-0.16384250008057433,-0.10456898581463259,32.0,72.0,15,NGCM
33,-0.496789105385695,-0.2317608033608165,36.0,76.0,15,NGCM
34,-1.3058726767644782,-0.8881761690742358,36.0,80.0,15,NGCM
35,-0.2932679324822256,-0.0418758888996873,36.0,72.0,15,NGCM
0,-0.3366862290063173,0.1989208873868885,8.0,76.0,15,IFS
1,-0.9785209211540031,-1.0821174801087956,8.0,80.0,15,IFS
2,-0.17601667595285253,0.40877257911180687,12.0,76.0,15,IFS
3,-0.19429564194960203,0.11838793213946552,12.0,80.0,15,IFS
4,0.18927612932848914,0.6857331027684777,16.0,76.0,15,IFS
5,0.10298059127381864,0.3405973860455749,16.0,80.0,15,IFS
6,-0.13105550328497628,0.22386968135958074,16.0,72.0,15,IFS
7,-0.08761575687324541,0.2923017631236047,16.0,84.0,15,IFS
8,-0.22785589704488962,0.07547749557405792,20.0,76.0,15,IFS
9,0.05246158991912142,0.4018899482314028,20.0,80.0,15,IFS
10,0.042988562642774175,0.27432943079745387,20.0,72.0,15,IFS
11,0.17705812252692532,0.4412076686714189,20.0,84.0,15,IFS
12,-0.1547961673354734,0.25874565895687196,20.0,68.0,15,IFS
13,-0.23981612479784187,0.03540017740005896,20.0,88.0,15,IFS
14,0.30422410527029287,0.5723786195041806,24.0,76.0,15,IFS
15,0.19090736448074574,0.3918428740965122,24.0,80.0,15,IFS
16,0.18099028463618438,0.4716818129381476,24.0,72.0,15,IFS
17,0.0974064775717226,0.36267552309691264,24.0,84.0,15,IFS
18,0.14399100951342203,0.3211047438295439,24.0,68.0,15,IFS
19,-0.038863996791787425,0.34995990384835596,24.0,88.0,15,IFS
20,-0.21226650587805218,0.3454322613875983,24.0,92.0,15,IFS
21,-0.7643220081072206,-0.29553406966922124,24.0,96.0,15,IFS
22,0.2223342398972954,0.5132675830177763,28.0,76.0,15,IFS
23,0.12361648080863108,0.3958831345217557,28.0,80.0,15,IFS
24,0.13520246221841326,0.43136248263582533,28.0,72.0,15,IFS
25,0.056942541067618646,0.3018169523581562,28.0,84.0,15,IFS
26,0.3089689989866453,0.504979735624024,28.0,68.0,15,IFS
27,-0.5417808790421947,-0.22952588739356528,28.0,88.0,15,IFS
28,0.07593581738587163,0.41251193046853873,28.0,92.0,15,IFS
29,0.10560090113377818,0.49934722789698305,28.0,96.0,15,IFS
30,-0.14972311169265362,0.10512728369197044,32.0,76.0,15,IFS
31,-0.11286387875643777,0.18317419087532738,32.0,80.0,15,IFS
32,-0.6407441272481578,-0.660582974296386,32.0,72.0,15,IFS
33,-0.30377634712071533,-0.04433307387705909,36.0,76.0,15,IFS
34,-1.5694009826804183,-1.1039677312541483,36.0,80.0,15,IFS
35,-0.2331617736817515,0.05183655575485091,36.0,72.0,15,IFS
0,-0.33274472256551113,0.2314563184942614,8.0,76.0,30,FuXi-S2S
1,-0.24020556805767646,-0.6010096246631613,8.0,80.0,30,FuXi-S2S
2,-0.11760064219248667,0.4613397695631025,12.0,76.0,30,FuXi-S2S
3,-0.34823957531584604,-0.34472559750814513,12.0,80.0,30,FuXi-S2S
4,0.1851235265924297,0.6285576195202472,16.0,76.0,30,FuXi-S2S
5,-0.1376631851492669,-0.030341895540060948,16.0,80.0,30,FuXi-S2S
6,-0.11020901035205566,-0.01585512752467877,16.0,72.0,30,FuXi-S2S
7,-0.29817027287069164,0.24886382601134405,16.0,84.0,30,FuXi-S2S
8,-0.17762843765266978,-0.039417102594379694,20.0,76.0,30,FuXi-S2S
9,-0.07965205503760298,0.4164596651935679,20.0,80.0,30,FuXi-S2S
10,-0.11610521722182532,0.001134903320834324,20.0,72.0,30,FuXi-S2S
11,-0.13854124115046185,0.2989555324323616,20.0,84.0,30,FuXi-S2S
12,-0.5800395805131697,-0.23757367010796915,20.0,68.0,30,FuXi-S2S
13,-0.6497258979874452,-0.18475280264588156,20.0,88.0,30,FuXi-S2S
14,0.1427592434151036,0.49213956753354304,24.0,76.0,30,FuXi-S2S
15,0.060677178802879705,0.29455915027933943,24.0,80.0,30,FuXi-S2S
16,0.08592899381252561,0.2578754727239744,24.0,72.0,30,FuXi-S2S
17,-0.03959307554353053,0.3065243245443422,24.0,84.0,30,FuXi-S2S
18,-0.0502298031575481,-0.20331209276058693,24.0,68.0,30,FuXi-S2S
19,-0.3736951665434125,0.1515288095005456,24.0,88.0,30,FuXi-S2S
20,-0.3874772251581273,0.31984190170462434,24.0,92.0,30,FuXi-S2S
21,-0.9388821382243557,-0.3337443205361563,24.0,96.0,30,FuXi-S2S
22,0.2085189508616787,0.4684326422329156,28.0,76.0,30,FuXi-S2S
23,-0.09203985440932949,0.3365987865617561,28.0,80.0,30,FuXi-S2S
24,-0.161003068123156,-0.24603295828314153,28.0,72.0,30,FuXi-S2S
25,-0.07673841234973278,0.30079077245181374,28.0,84.0,30,FuXi-S2S
26,0.1522765362683619,0.07832971321330517,28.0,68.0,30,FuXi-S2S
27,-0.7034064046138822,-0.7360878332214162,28.0,88.0,30,FuXi-S2S
28,-0.06982297997750453,0.3553447556529217,28.0,92.0,30,FuXi-S2S
29,-0.2905939405681006,0.2214967165210021,28.0,96.0,30,FuXi-S2S
30,-0.18867194241421892,-0.1477484446128432,32.0,76.0,30,FuXi-S2S
31,-0.31030482035736795,-0.33637627428720585,32.0,80.0,30,FuXi-S2S
32,-0.3902170746729834,-0.8845928973015549,32.0,72.0,30,FuXi-S2S
33,-0.6145612896033943,-0.9586261475287328,36.0,76.0,30,FuXi-S2S
34,-1.4897686823385397,-2.152881232366279,36.0,80.0,30,FuXi-S2S
35,-0.4199599615158136,-0.7135347789152273,36.0,72.0,30,FuXi-S2S
0,-0.05349066357775367,0.3228072265617101,8.0,76.0,30,NGCM
1,-0.8971248839975974,-2.1059259871675167,8.0,80.0,30,NGCM
2,0.07951112948636974,0.5911975385756425,12.0,76.0,30,NGCM
3,-0.23931734857954412,-0.0948935325360567,12.0,80.0,30,NGCM
4,0.17227981888611654,0.6578567472076875,16.0,76.0,30,NGCM
5,-0.23450202511946627,-0.16645076533704173,16.0,80.0,30,NGCM
6,-0.11274401796862232,0.13969136365284351,16.0,72.0,30,NGCM
7,-0.25980487215449655,0.11659221548682741,16.0,84.0,30,NGCM
8,-0.3079967053552668,-0.20667442329222507,20.0,76.0,30,NGCM
9,-0.10455042009096593,0.3363465005845493,20.0,80.0,30,NGCM
10,-0.0895847194916386,0.07037523766629761,20.0,72.0,30,NGCM
11,-0.20988133215879468,0.22117669128958872,20.0,84.0,30,NGCM
12,-0.18888225466733433,0.10307754881257902,20.0,68.0,30,NGCM
13,-0.5430520765531084,-0.3219773866955544,20.0,88.0,30,NGCM
14,0.13780272551964223,0.4756885385457226,24.0,76.0,30,NGCM
15,0.02309603831645901,0.24022956600440726,24.0,80.0,30,NGCM
16,0.08567608873981414,0.320397733786035,24.0,72.0,30,NGCM
17,-0.09228832237343765,0.24542272860364067,24.0,84.0,30,NGCM
18,-0.0047281302781021495,-0.05088733608351781,24.0,68.0,30,NGCM
19,-0.5395665367093447,-0.10209681573776352,24.0,88.0,30,NGCM
20,-0.2578448799601216,0.36669649726829456,24.0,92.0,30,NGCM
21,-0.6628315578847483,-0.13237274990450754,24.0,96.0,30,NGCM
22,0.06743923973238386,0.2690792632157817,28.0,76.0,30,NGCM
23,0.04993613163660093,0.37421037748231467,28.0,80.0,30,NGCM
24,0.004659112466747883,0.25881043352018385,28.0,72.0,30,NGCM
25,0.027274023648434897,0.3750368036010542,28.0,84.0,30,NGCM
26,0.15114169412631662,0.1354290714223182,28.0,68.0,30,NGCM
27,-0.9609952629861134,-1.2746493206485452,28.0,88.0,30,NGCM
28,-0.14725784044864576,0.18397227342689149,28.0,92.0,30,NGCM
29,-0.9238180041409343,-0.9993820989333044,28.0,96.0,30,NGCM
30,-0.29620213053123456,-0.29071158072668335,32.0,76.0,30,NGCM
31,-0.39662800444846713,-0.4540112786888093,32.0,80.0,30,NGCM
32,-0.0764428251514011,-0.5521383366692043,32.0,72.0,30,NGCM
33,-0.7634472036229112,-1.1230457070593367,36.0,76.0,30,NGCM
34,-1.4131604151896613,-2.1124596781051728,36.0,80.0,30,NGCM
35,-0.43460171795394764,-0.7045685116796028,36.0,72.0,30,NGCM
0,-0.18973905134557323,0.235954676564315,8.0,76.0,30,IFS
1,-0.73185079327362,-1.8066900399468717,8.0,80.0,30,IFS
2,-0.02544868335566508,0.5072535506055075,12.0,76.0,30,IFS
3,-0.17723305070976791,-0.11589348667419297,12.0,80.0,30,IFS
4,0.17842348953817477,0.6595657911769491,16.0,76.0,30,IFS
5,0.04302345555205955,0.15007557688105988,16.0,80.0,30,IFS
6,-0.17486902792047698,0.007213963465002027,16.0,72.0,30,IFS
7,-0.08446401811404791,0.28861126739412357,16.0,84.0,30,IFS
8,-0.17168182957767542,-0.08511209302158473,20.0,76.0,30,IFS
9,0.017153608676851895,0.39497989466341066,20.0,80.0,30,IFS
10,-0.0761432539510789,0.06210998988522087,20.0,72.0,30,IFS
11,0.048313512527005886,0.4472785217489619,20.0,84.0,30,IFS
12,-0.2208205481629355,0.03167491337692763,20.0,68.0,30,IFS
13,-0.21772322827103108,-0.01742709286876165,20.0,88.0,30,IFS
14,0.14802074115773267,0.5179314840433162,24.0,76.0,30,IFS
15,0.10470341005383432,0.28410891352161327,24.0,80.0,30,IFS
16,0.08254776871321268,0.3232236715864605,24.0,72.0,30,IFS
17,0.05992370357763033,0.34860238450675574,24.0,84.0,30,IFS
18,0.04898824897284915,0.029201079367480953,24.0,68.0,30,IFS
19,-0.04597839410434257,0.2887531955128402,24.0,88.0,30,IFS
20,-0.3107294633468176,0.32602780635337303,24.0,92.0,30,IFS
21,-0.843032405217147,-0.3390721840090316,24.0,96.0,30,IFS
22,0.15442047630449984,0.32312763292946034,28.0,76.0,30,IFS
23,0.07324183381517246,0.3462306219316036,28.0,80.0,30,IFS
24,-0.10087979271462233,0.12370969944256582,28.0,72.0,30,IFS
25,-0.016415484946964654,0.25689667924027093,28.0,84.0,30,IFS
26,0.16390286717532154,0.1379319733021308,28.0,68.0,30,IFS
27,-0.44908207732764915,-0.5147257419378044,28.0,88.0,30,IFS
28,-0.0410936880297581,0.31377786070206104,28.0,92.0,30,IFS
29,-0.0838909070245819,0.3660757055980466,28.0,96.0,30,IFS
30,-0.141229339755919,-0.051192872724346694,32.0,76.0,30,IFS
31,-0.1503468241823771,-0.019088437795377278,32.0,80.0,30,IFS
32,-0.2907808652766981,-1.0383367042388545,32.0,72.0,30,IFS
33,-0.5839455671822817,-0.8449132302119042,36.0,76.0,30,IFS
34,-1.4897686823385397,-2.152881232366279,36.0,80.0,30,IFS
35,-0.22499539720830142,-0.4037461439899912,36.0,72.0,30,IFS
